Mineral Name,Mineral Name (plain),RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,Database ID,Country of Type Locality,IMA Status,Structural Groupname,Crystal Systems,Valence Elements,Image
Pseudomarkeyite,Pseudomarkeyite,Ca8(U6+O2)4(CO3)12·21H2O,Ca8(UO2)4(CO3)12·21H2O,Ca U O C H,IMA2018-114,6845,USA,Pending publication|Approved, ,monoclinic,Ca U^6+ O C H,
Pseudomeisserite-(NH<sub>4</sub>),Pseudomeisserite-(NH4),(N3-H4)2Na4[(U6+O2)2(S6+O4)5]·4H2O,(NH4)2Na4[(UO2)2(SO4)5]·4H2O,N H Na U O S,IMA2018-166,6889,USA,Pending publication|Approved, ,monoclinic,N^3- H Na U^6+ O S^6+,
Pseudorutile,Pseudorutile,Fe3+2Ti4+3O9,Fe3+2Ti4+3O9,Fe Ti O,,3729,Australia,Approved|Redefined,Tivanite,hexagonal,Fe^3+ Ti^4+ O,
Pseudosinhalite,Pseudosinhalite,Mg2Al3B2O9(OH),Mg2Al3B2O9(OH),Mg Al B O H,IMA1997-014,3730,Russia,Approved, ,monoclinic,Mg Al B O H,
Pseudowollastonite,Pseudowollastonite,CaSiO3,CaSiO3,Ca Si O,,5157,Iran,Approved, ,monoclinic|triclinic,Ca Si O,
Pucherite,Pucherite,Bi3+V5+O4,Bi(VO4),Bi V O,,3731,Germany,Grandfathered|Approved,Scheelite,orthorhombic,Bi^3+ V^5+ O,
Pumpellyite-(Al),Pumpellyite-(Al),"Ca2Al3(SiO4)(Si2O7)(OH,O)2·H2O","Ca2Al3(Si2O7)(SiO4)(OH,O)2·H2O",Ca Al Si O H,IMA2005-016,5158,Belgium,Approved,Pumpellyite,monoclinic,Ca Al Si O H,
Pumpellyite-(Fe<sup>2+</sup>),Pumpellyite-(Fe2+),Ca2Fe2+Al2(SiO4)(Si2O7)(OH)2·H2O,"Ca2Fe2+Al2(Si2O7)(SiO4)(OH,O)2·H2O",Ca Fe Al Si O H,IMA1973 s.p.,3732,Russia,Approved|Renamed,Pumpellyite,monoclinic,Ca Fe^2+ Al Si O H,
Pumpellyite-(Fe<sup>3+</sup>),Pumpellyite-(Fe3+),"Ca2Fe3+Al2(SiO4)(Si2O7)(OH,O)2·H2O","Ca2Fe3+Al2(Si2O7)(SiO4)(OH,O)2·H2O",Ca Fe Al Si O H,IMA1973 s.p.,3733,Italy,Approved|Renamed,Pumpellyite,monoclinic,Ca Fe^3+ Al Si O H,
Pumpellyite-(Mg),Pumpellyite-(Mg),Ca2MgAl2(SiO4)(Si2O7)(OH)2·H2O,Ca2MgAl2(Si2O7)(SiO4)(OH)2·H2O,Ca Mg Al Si O H,IMA1973 s.p.,3734,USA,Approved|Renamed,Pumpellyite,monoclinic,Ca Mg Al Si O H,
Pumpellyite-(Mn<sup>2+</sup>),Pumpellyite-(Mn2+),Ca2Mn2+Al2(SiO4)(Si2O7)(OH)2·H2O,Ca2Mn2+Al2(Si2O7)(SiO4)(OH)2·H2O,Ca Mn Al Si O H,IMA1980-006,3735,Japan,Approved|Renamed,Pumpellyite,monoclinic,Ca Mn^2+ Al Si O H,
Puninite,Puninite,Na2Cu2+3O(S6+O4)3,Na2Cu3O(SO4)3,Na Cu O S,IMA2015-012,6421,Russia,Approved,Euchlorine,monoclinic,Na Cu^2+ O S^6+,
Punkaruaivite,Punkaruaivite,LiTi4+2Si4O11(OH)3·H2O,Li{Ti2(OH)2[Si4O11(OH)]}·H2O,Li Ti O H Si,IMA2008-018,5677,Russia,Approved, ,monoclinic,Li Ti^4+ Si O H,
Purpurite,Purpurite,Mn3+PO4,Mn3+(PO4),Mn P O,,3736,USA,Grandfathered|Approved,Olivine,orthorhombic,Mn^3+ P O,
Pushcharovskite,Pushcharovskite,K0.6Cu2+18[As5+O2(OH)2]4[As5+O3OH]10(As5+O4)(OH)9.6·18.6H2O,K0.6Cu18[AsO2(OH)2]4[AsO3OH]10(AsO4)(OH)9.6·18.6H2O,K Cu As O H,IMA1995-048,3737,France,Approved, ,triclinic,K Cu^2+ As^5+ O H,
Putnisite,Putnisite,SrCa4Cr3+8(CO3)8S6+O4(OH)16·25H2O,SrCa4Cr3+8(CO3)8(SO4)(OH)16·25H2O,Sr Ca Cr C O S H,IMA2011-106,6050,Australia,Approved, ,orthorhombic,Sr Ca Cr^3+ C O S^6+ H,
Putoranite,Putoranite,Cu1.1Fe1.2S2,Cu1.1Fe1.2S2,Cu Fe S,IMA1979-054,3738,Russia,Approved,Chalcopyrite,cubic,Cu Fe S,
Putzite,Putzite,"(Cu1+,Ag1+)8Ge4+S2-6","(Cu,Ag)8GeS6",Cu Ag Ge S,IMA2002-024,5194,Argentina,Approved,Argyrodite,cubic,Cu^1+ Ag^1+ Ge^4+ S^2-,
Pyatenkoite-(Y),Pyatenkoite-(Y),Na5Y3+Ti4+Si6O18·6H2O,Na5YTiSi6O18·6H2O,Na Y Ti Si O H,IMA1995-034,3739,Russia,Approved, ,hexagonal,Na Y^3+ Ti^4+ Si O H,
Pyracmonite,Pyracmonite,(N3-H4)3Fe3+(S6+O4)3,(NH4)3Fe(SO4)3,N H Fe S O,IMA2008-029,5687,Italy,Approved,Pyracmonite,monoclinic|hexagonal,N^3- H Fe^3+ S^6+ O,
Pyradoketosite,Pyradoketosite,Ag1+3Sb3+S2-3,Ag3SbS3,Ag Sb S,IMA2019-132,7015,Italy,Pending publication|Approved, ,,Ag^1+ Sb^3+ S^2-,
Pyrargyrite,Pyrargyrite,Ag1+3Sb3+S2-3,Ag3SbS3,Ag Sb S,,3740,unknown,Grandfathered|Approved, ,hexagonal,Ag^1+ Sb^3+ S^2-,
Pyrite,Pyrite,Fe2+(S2)2-,FeS2,Fe S,,3741,unknown,Grandfathered|Approved,Pyrite,cubic|triclinic,Fe^2+ S,
Pyroaurite,Pyroaurite,Mg6Fe3+2CO3(OH)16·4H2O,Mg6Fe3+2(CO3)(OH)16·4H2O,Mg Fe C O H,,3742,Sweden,Approved|Redefined,Hydrotalcite,hexagonal,Mg Fe^3+ C O H,
Pyrobelonite,Pyrobelonite,Pb2+Mn2+V5+O4(OH),PbMn2+VO4(OH),Pb Mn V O H,,3743,Sweden,Grandfathered|Approved,Descloizite,orthorhombic,Pb^2+ Mn^2+ V^5+ O H,
Pyrochroite,Pyrochroite,Mn2+(OH)2,Mn2+(OH)2,Mn O H,,3745,Sweden,Grandfathered|Approved,Brucite,hexagonal,Mn^2+ O H,
Pyrolusite,Pyrolusite,Mn4+O2,MnO2,Mn O,,3746,Czech Republic,Approved,Rutile,tetragonal,Mn^4+ O,
Pyromorphite,Pyromorphite,Pb2+5(PO4)3Cl,Pb5(PO4)3Cl,Pb P O Cl,,3747,Germany,Grandfathered|Approved,Apatite,hexagonal,Pb^2+ P O Cl,
Pyrope,Pyrope,Mg3Al2(SiO4)3,Mg3Al2(SiO4)3,Mg Al Si O,,3748,Czech Republic,Grandfathered|Approved,Garnet,cubic,Mg Al Si O,
Pyrophanite,Pyrophanite,Mn2+Ti4+O3,Mn2+TiO3,Mn Ti O,,3749,Sweden,Grandfathered|Approved,Corundum,hexagonal,Mn^2+ Ti^4+ O,
Pyrophyllite,Pyrophyllite,Al2Si4O10(OH)2,Al2Si4O10(OH)2,Al Si O H,,3750,Russia,Grandfathered|Approved,Pyrophyllite,triclinic|monoclinic,Al Si O H,
Pyrosmalite-(Fe),Pyrosmalite-(Fe),Fe2+8Si6O15(OH)10,Fe2+8Si6O15(OH)10,Fe Si O H,IMA1985 s.p.,1907,Sweden,Approved|Renamed,Clay,hexagonal,Fe^2+ Si O H,
Pyrosmalite-(Mn),Pyrosmalite-(Mn),"Mn2+8Si6O15(OH,Cl)10","Mn2+8Si6O15(OH,Cl)10",Mn Si O H Cl,IMA2007 s.p.,3017,USA,Approved|Renamed,Clay,hexagonal,Mn^2+ Si O H Cl,
Pyrostilpnite,Pyrostilpnite,Ag1+3Sb3+S2-3,Ag3SbS3,Ag Sb S,,3751,Germany,Grandfathered|Approved,Xanthoconite,monoclinic,Ag^1+ Sb^3+ S^2-,
Pyroxferroite,Pyroxferroite,Fe2+SiO3,Fe2+SiO3,Fe Si O,IMA1970-001,3752,Moon,Approved, ,triclinic,Fe^2+ Si O,
Pyroxmangite,Pyroxmangite,Mn2+SiO3,Mn2+SiO3,Mn Si O,,3753,USA,Grandfathered|Approved, ,triclinic,Mn^2+ Si O,
Pyrrhotite,Pyrrhotite,Fe2+5Fe3+2S2-8,Fe7S8,Fe S,,3754,Japan,Grandfathered|Approved,Nickeline,"monoclinic|hexagonal, orthorhombic",Fe^2+ Fe^3+ S^2-,
Qandilite,Qandilite,"Mg2(Ti4+,Fe3+,Al)O4","(Mg,Fe3+)2(Ti,Fe3+,Al)O4",Mg Fe Ti Al O,IMA1980-046,3755,Iraq,Approved,Spinel,cubic|tetragonal,Mg Ti^4+ Fe^3+ Al O,
Qaqarssukite-(Ce),Qaqarssukite-(Ce),BaCe(CO3)2F,BaCe(CO3)2F,Ba Ce C O F,IMA2004-019,5476,Denmark (Greenland),Approved, ,hexagonal,Ba Ce C O F,
Qatranaite,Qatranaite,CaZn2+2(OH)6(H2O)2,CaZn2(OH)6(H2O)2,Ca Zn O H,IMA2016-024,6552,Jordan,Approved, ,monoclinic,Ca Zn^2+ O H,
Qilianshanite,Qilianshanite,NaH4(CO3)(BO3)·2H2O,NaH4(CO3)(BO3)·2H2O,Na H C O B,IMA1992-008,3756,China,Approved, ,monoclinic,Na H C O B,
Qingheiite,Qingheiite,NaNaMn2+(MgAl)(PO4)3,NaNaMn(MgAl)(PO4)3,Na Mn Mg Al P O,IMA1981-051,3757,China,Approved,Alluaudite-Wyllieite,monoclinic,Na Mn^2+ Mg Al P O,
Qingheiite-(Fe<sup>2+</sup>),Qingheiite-(Fe2+),Na2Fe2+MgAl(PO4)3,Na2Fe2+MgAl(PO4)3,Na Fe Mg Al P O,IMA2009-076,5806,Brazil,Approved,Alluaudite-Wyllieite,monoclinic,Na Fe^2+ Mg Al P O,
Qingsongite,Qingsongite,BN3-,BN,B N,IMA2013-030,6191,China,Approved,Sphalerite,cubic,B N^3-,
Qitianlingite,Qitianlingite,Fe2+2Nb5+2W6+O10,Fe2+2Nb2W6+O10,Fe Nb W O,IMA1983-075,3758,China,Approved,Columbite,orthorhombic,Fe^2+ Nb^5+ W^6+ O,
Quadratite,Quadratite,Ag1+Cd2+As3+S2-3,AgCdAsS3,Ag Cd As S,IMA1994-038,3759,Switzerland,Approved,Quadratite,tetragonal,Ag^1+ Cd^2+ As^3+ S^2-,
Quadridavyne,Quadridavyne,Na6Ca2Si6Al6O24Cl4,"[(Na,K)6Cl2][Ca2Cl2][(Si6Al6O24)]",Na K Cl Ca Si Al O,IMA1990-054,3760,Italy,Approved,Cancrinite-sodalite,hexagonal,Na Ca Si Al O Cl,
Quadruphite,Quadruphite,Na6Na2(CaNa)2Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)4O4F2,Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2,Na Ca Ti Si O P F,IMA1990-026,3761,Russia,Approved|Redefined,Seidozerite-Murmanite,triclinic,Na Ca Ti^4+ Si O P F,
Quartz,Quartz,SiO2,SiO2,Si O,,3763,unknown,Approved,Quartz,hexagonal,Si O,
Queitite,Queitite,Zn2+2Pb2+4(SiO4)(Si2O7)(S6+O4),Zn2Pb4(Si2O7)(SiO4)(SO4),Zn Pb Si O S,IMA1978-029,3764,Namibia,Approved, ,monoclinic,Zn^2+ Pb^2+ Si O S^6+,
Quenselite,Quenselite,Pb2+Mn3+O2(OH),PbMn3+O2(OH),Pb Mn O H,,3765,Sweden,Grandfathered|Approved, ,monoclinic,Pb^2+ Mn^3+ O H,
Quenstedtite,Quenstedtite,Fe3+2(S6+O4)3·11H2O,Fe3+2(SO4)3·11H2O,Fe S O H,,3766,Chile,Grandfathered|Approved, ,triclinic,Fe^3+ S^6+ O H,
Quetzalcoatlite,Quetzalcoatlite,"Cu2+3Zn2+6Te6+2O12(OH)6·(Ag1+,Pb2+,[box])Cl1-","Cu2+3Zn6Te6+2O12(OH)6·(Ag,Pb,[box])Cl",Cu Zn Te O H Ag Pb Cl,IMA1973-010,3767,Mexico,Approved, ,hexagonal,Cu^2+ Zn^2+ Te^6+ O H Ag^1+ Pb^2+ Cl^1-,
Quijarroite,Quijarroite,Cu1+6Hg2+Pb2+2Bi3+4Se2-12,Cu6HgPb2Bi4Se12,Cu Hg Pb Bi Se,IMA2016-052,6580,Bolivia,Approved, ,orthorhombic,Cu^1+ Hg^2+ Pb^2+ Bi^3+ Se^2-,
Quintinite,Quintinite,Mg4Al2(OH)12CO3·3H2O,Mg4Al2(OH)12(CO3)·3H2O,Mg Al O H C,IMA1992-028,3768,Canada,Approved,Hydrotalcite,hexagonal,Mg Al O H C,
Qusongite,Qusongite,WC,WC,W C,IMA2007-034,5634,China,Approved, ,hexagonal,W C,
Raadeite,Raadeite,Mg7(PO4)2(OH)8,Mg7(PO4)2(OH)8,Mg P O H,IMA1996-034,3770,Norway,Approved,Allactite,monoclinic,Mg P O H,
Rabbittite,Rabbittite,Ca3Mg3(U6+O2)2(CO3)6(OH)4·18H2O,Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O,Ca Mg U O C H,,3771,USA,Grandfathered|Approved, ,monoclinic,Ca Mg U^6+ O C H,
Rabejacite,Rabejacite,Ca2(U6+O2)4O4(S6+O4)2·8H2O,Ca2[(UO2)4O4(SO4)2](H2O)8,Ca U O S H,IMA1992-043,3772,France,Approved, ,orthorhombic,Ca U^6+ O S^6+ H,
Raberite,Raberite,Tl5Ag4As6SbS15,Tl5Ag4As6SbS15,Tl Ag As Sb S,IMA2012-017,6075,Switzerland,Approved, ,triclinic,Tl Ag As Sb S,
Radekškodaite-(Ce),Radekskodaite-(Ce),(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,Ca Ce Al Fe Si O H,IMA2019-042,6929,Russia,Pending publication|Approved,Radekškodaite,monoclinic,Ca Ce Al Fe^2+ Si O H,
Radekškodaite-(La),Radekskodaite-(La),(CaLa3+5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,Ca La Al Fe Si O H,IMA2018-107,6834,Russia,Pending publication|Approved,Radekškodaite,monoclinic,Ca La^3+ Al Fe^2+ Si O H,
Radhakrishnaite,Radhakrishnaite,"PbTe3(Cl,S)2","PbTe3(Cl,S)2",Pb Te Cl S,IMA1983-082,3773,India,Approved, ,tetragonal,Pb Te Cl S,
Radovanite,Radovanite,Cu2+2Fe3+(As3+O2OH)2(As5+O4)·H2O,Cu2Fe3+[As5+O4][As3+O2(OH)]2·H2O,Cu Fe As O H,IMA2000-001,3774,France,Approved, ,orthorhombic,Cu^2+ Fe^3+ As^3+ O H As^5+,
Radtkeite,Radtkeite,Hg2+3S2-2Cl1-I1-,Hg3S2ClI,Hg S Cl I,IMA1989-030,3775,USA,Approved, ,monoclinic,Hg^2+ S^2- Cl^1- I^1-,
Raguinite,Raguinite,TlFeS2,TlFeS2,Tl Fe S,IMA1968-022,3776,North Macedonia,Approved, ,monoclinic,Tl Fe S,
Raisaite,Raisaite,Cu2+Mg[Te6+O4(OH)2]·6H2O,CuMg[Te6+O4(OH)2]·6H2O,Cu Mg Te O H,IMA2014-046,6342,Russia,Approved, ,monoclinic,Cu^2+ Mg Te^6+ O H,
Raite,Raite,Na3Mn2+3Ti4+0.25Si8O20(OH)2·10H2O,Na3Mn2+3Ti0.25(Si8O20)(OH)2·10H2O,Na Mn Ti Si O H,IMA1972-010,3777,Russia,Approved, ,monoclinic,Na Mn^2+ Ti^4+ Si O H,
Rajite,Rajite,Cu2+Te4+2O5,CuTe4+2O5,Cu Te O,IMA1978-039,3778,USA,Approved, ,monoclinic,Cu^2+ Te^4+ O,
Rakovanite,Rakovanite,Na3H3V5+10O28·15H2O,Na3{H3[V10O28]}·15H2O,Na H V O,IMA2010-052,5879,USA,Approved, ,monoclinic,Na H V^5+ O,
Ralphcannonite,Ralphcannonite,Ag1+Zn2+2Tl1+As3+2S2-6,AgZn2TlAs2S6,Ag Zn Tl As S,IMA2014-077,6375,Switzerland,Approved,Routhierite,tetragonal,Ag^1+ Zn^2+ Tl^1+ As^3+ S^2-,
Ramaccioniite,Ramaccioniite,Cu2+4[Se6+O4](OH)6,Cu4[SeO4](OH)6,Cu Se O H,IMA2018-082,6812,Argentina,Pending publication|Approved,Brochantite,monoclinic,Cu^2+ Se^6+ O H,
Ramanite-(Cs),Ramanite-(Cs),CsB5O6(OH)4·2H2O,CsB5O6(OH)4·2H2O,Cs B O H,IMA2007-007,5616,Italy,Approved,Santite,monoclinic,Cs B O H,
Ramanite-(Rb),Ramanite-(Rb),RbB5O6(OH)4·2H2O,RbB5O6(OH)4·2H2O,Rb B O H,IMA2007-006,5615,Italy,Approved, ,orthorhombic,Rb B O H,
Ramazzoite,Ramazzoite,[Mg8Cu2+12(PO4)(CO3)4(OH)24(H2O)20][(H0.33S6+O4)3(H2O)36],[Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20][(H0.33SO4)3(H2O)36],Mg Cu P O C H S,IMA2017-090,6717,Italy,Approved, ,cubic,Mg Cu^2+ P O C H S^6+,
Rambergite,Rambergite,Mn2+S2-,MnS,Mn S,IMA1995-028,3780,Sweden,Approved,Wurtzite,hexagonal,Mn^2+ S^2-,
Ramdohrite,Ramdohrite,Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24,Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24,Pb Fe Mn In Cd Ag Sb S,,3781,Bolivia,Grandfathered|Approved,Lillianite,monoclinic|orthorhombic,Pb Fe Mn In Cd Ag Sb S,
Rameauite,Rameauite,K2Ca(U6+O2)6O6(OH)4·6H2O,K2Ca(UO2)6O6(OH)4·6H2O,K Ca U O H,IMA1971-045,3782,France,Approved,Compreignacite,monoclinic,K Ca U^6+ O H,
Ramikite-(Y),Ramikite-(Y),"Li2Na6(Y,Ca,REE)3Zr4+3(P5+O4)6(C4+O3)2O2(OH,F)2","Li4(Na,Ca)12(Y,Ca,REE)6Zr6(PO4)12(CO3)4O4[(OH),F]4",Li Na Ca Y REE Zr P O C H F,IMA2009-021,5750,Canada,Approved, ,triclinic,Li Na Y Ca REE Zr^4+ P^5+ O C^4+ H F,
Rammelsbergite,Rammelsbergite,NiAs2,NiAs2,Ni As,,3783,Germany,Grandfathered|Approved,Löllingite,orthorhombic,Ni As,
Ramosite,Ramosite,Pb25.7Sn8.3Mn3.4Sb6.4S56.2,Pb25.7Sn8.3Mn3.4Sb6.4S56.2,Pb Sn Mn Sb S,IMA2019-099,6983,Peru,Pending publication|Approved,Cylindrite,monoclinic,Pb Sn Mn Sb S,
Ramsbeckite,Ramsbeckite,Cu2+15(S6+O4)4(OH)22·6H2O,Cu15(SO4)4(OH)22·6H2O,Cu S O H,IMA1984-067,3784,Germany,Approved, ,monoclinic,Cu^2+ S^6+ O H,
Ramsdellite,Ramsdellite,Mn4+O2,MnO2,Mn O,,3785,USA,Grandfathered|Approved,Ramsdellite,orthorhombic,Mn^4+ O,
Ranciéite,Rancieite,"(Ca,Mn2+)0.2(Mn4+,Mn3+)O2·0.6H2O","(Ca,Mn2+)0.2(Mn4+,Mn3+)O2·0.6H2O",Ca Mn O H,,3786,France,Grandfathered|Approved, ,hexagonal,Ca Mn^2+ Mn^4+ Mn^3+ O H,
Rankachite,Rankachite,"CaFe2+(V5+,V3+)4O4(WO4)8·12H2O","Ca0.5(V4+,V5+)(W6+,Fe3+)2O8(OH)·2H2O",Ca V W Fe O H,IMA1983-044,3787,Germany,Approved, ,monoclinic|orthorhombic,Ca Fe^2+ V^5+ V^3+ O W H,
Rankamaite,Rankamaite,"(Na,K,Pb2+)(Ta5+,Nb5+,Al)4(O,OH)10","(Na,K)3(Ta,Nb,Al)11(O,OH)31",Na K Ta Nb Al O H,IMA1968-002,3788,Democratic Republic of the Congo,Approved, ,orthorhombic,Na K Pb^2+ Ta^5+ Nb^5+ Al O H,
Rankinite,Rankinite,Ca3Si2O7,Ca3Si2O7,Ca Si O,,3789,United Kingdom,Grandfathered|Approved, ,monoclinic,Ca Si O,
Ransomite,Ransomite,Cu2+Fe3+2(S6+O4)4·6H2O,CuFe3+2(SO4)4·6H2O,Cu Fe S O H,,3790,USA,Grandfathered|Approved, ,monoclinic,Cu^2+ Fe^3+ S^6+ O H,
Ranunculite,Ranunculite,Al(U6+O2)(PO3OH)(OH)3·4H2O,Al(UO2)(PO3OH)(OH)3·4H2O,Al U O P H,IMA1978-067,3791,Democratic Republic of the Congo,Approved, ,monoclinic,Al U^6+ O P H,
Rapidcreekite,Rapidcreekite,Ca2(S6+O4)(CO3)·4H2O,Ca2(SO4)(CO3)·4H2O,Ca S O C H,IMA1984-035,3792,Canada,Approved, ,orthorhombic,Ca S^6+ O C H,
Rappoldite,Rappoldite,Pb2+Co2+2(As5+O4)2·2H2O,PbCo2(AsO4)2·2H2O,Pb Co As O H,IMA1998-015,3793,Germany,Approved,Helmutwinklerite,triclinic,Pb^2+ Co^2+ As^5+ O H,
Raslakite,Raslakite,"Na15Ca3Fe2+3(Na,Zr4+)3Zr4+3(Si,Nb3+)Si25O73(OH,H2O)3(Cl,OH)","Na15Ca3Fe3(Na,Zr)3Zr3(Si,Nb)Si25O73(OH,H2O)3(Cl,OH)",Na Ca Fe Zr Si Nb O H Cl,IMA2002-067,3794,Russia,Approved,Eudialyte,hexagonal,Na Ca Fe^2+ Zr^4+ Si Nb^3+ O H Cl,
Raspite,Raspite,Pb2+W6+O4,Pb(WO4),Pb W O,,3795,Australia,Grandfathered|Approved, ,monoclinic,Pb^2+ W^6+ O,
Rastsvetaevite,Rastsvetaevite,"Na27K8Ca12Fe2+3Zr4+6Si52O144(OH,O)6Cl2","Na27K8Ca12Fe3Zr6Si52O144(OH,O)6Cl2",Na K Ca Fe Zr Si O H Cl,IMA2000-028,3796,Russia,Approved,Eudialyte,hexagonal,Na K Ca Fe^2+ Zr^4+ Si O H Cl,
Rasvumite,Rasvumite,KFe2S2-3,KFe2S3,K Fe S,IMA1970-028,3797,Russia,Approved,Cubanite,orthorhombic,K Fe S^2-,
Rathite,Rathite,Ag1+2Pb2+12-xTl1+x/2As3+18+x/2S2-40,Ag2Pb12-xTlx/2As18+x/2S40,Ag Pb Tl As S,,3798,Switzerland,Grandfathered|Approved,Sartorite,monoclinic,Ag^1+ Pb^2+ Tl^1+ As^3+ S^2-,
Rathite-IV,Rathite-IV,Pb3As5S10,Pb3As5S10,Pb As S,,5477,Switzerland,Questionable mineral species|Approved,Sartorite,,Pb As S,
Rauchite,Rauchite,Ni2+(U6+O2)2(As5+O4)2·10H2O,Ni(UO2)2(AsO4)2·10H2O,Ni U O As H,IMA2010-037,5867,Russia,Approved,Autunite,triclinic,Ni^2+ U^6+ O As^5+ H,
Rauenthalite,Rauenthalite,Ca3(As5+O4)2·10H2O,Ca3(AsO4)2·10H2O,Ca As O H,IMA1964-007,3799,France,Approved, ,triclinic,Ca As^5+ O H,
Rauvite,Rauvite,Ca(U6+O2)2V5+10O28·16H2O,Ca(UO2)2V10O28·16H2O,Ca U O V H,,3800,USA,Questionable mineral species|Approved, ,,Ca U^6+ O V^5+ H,
Ravatite,Ravatite,C14H10,C14H10,C H,IMA1992-019,3801,Tajikistan,Approved, ,monoclinic,C H,
Raygrantite,Raygrantite,Pb2+10Zn2+(S6+O4)6(SiO4)2(OH)2,Pb10Zn(SO4)6(SiO4)2(OH)2,Pb Zn S O Si H,IMA2013-001,6141,USA,Approved,Iranite,triclinic,Pb^2+ Zn^2+ S^6+ O Si H,
Rayite,Rayite,"(Ag1+,Tl1+)2Pb2+8Sb3+8S2-21","(Ag,Tl)2Pb8Sb8S21",Ag Tl Pb Sb S,IMA1982-029,3802,India,Approved, ,,Ag^1+ Tl^1+ Pb^2+ Sb^3+ S^2-,
Realgar,Realgar,AsS,AsS,As S,,3803,unknown,Grandfathered|Approved, ,monoclinic,As S,
Reaphookhillite,Reaphookhillite,MgZn2+2(PO4)2·4H2O,MgZn2(PO4)2·4H2O,Mg Zn P O H,IMA2018-128,6855,Australia,Pending publication|Approved,Parahopeite,triclinic,Mg Zn^2+ P O H,
Rebulite,Rebulite,Tl5Sb5As8S22,Tl5Sb5As8S22,Tl Sb As S,IMA2008-s.p.,3804,North Macedonia,Approved|Redefined, ,monoclinic,Tl Sb As S,
Rectorite,Rectorite,"(Na,Ca)Al4(Si,Al)8O20(OH)4·2H2O","(Na,Ca)Al4(Si,Al)8O20(OH)4·2H2O",Na Ca Al Si O H,,3805,USA,Approved,Clay,,Na Ca Al Si O H,
Redcanyonite,Redcanyonite,(N3-H4)2Mn2+[(U6+O2)4O4(S6+O4)2](H2O)4,(NH4)2Mn[(UO2)4O4(SO4)2](H2O)4,N H Mn U O S,IMA2016-082,6608,USA,Approved,Zippeite,monoclinic,N^3- H Mn^2+ U^6+ O S^6+,
Reddingite,Reddingite,Mn2+3(PO4)2·3H2O,Mn2+3(PO4)2·3H2O,Mn P O H,,3806,USA,Approved|Redefined,Reddingite,orthorhombic,Mn^2+ P O H,
Redgillite,Redgillite,Cu2+6S6+O4(OH)10·H2O,Cu6(SO4)(OH)10·H2O,Cu S O H,IMA2004-016,5276,United Kingdom,Approved, ,monoclinic,Cu^2+ S^6+ O H,
Redingtonite,Redingtonite,Fe2+Cr3+2(S6+O4)4·22H2O,Fe2+Cr2(SO4)4·22H2O,Fe Cr S O H,,3807,USA,Questionable mineral species|Approved,Halotrichite,,Fe^2+ Cr^3+ S^6+ O H,
Redledgeite,Redledgeite,Ba(Ti4+6Cr3+2)O16,Ba(Ti6Cr3+2)O16,Ba Ti Cr O,,3808,USA,Approved,Coronadite,tetragonal,Ba Ti^4+ Cr^3+ O,
Redondite,Redondite,AlPO4·2H2O,Al(PO4)·2H2O,Al P O H,,5159,United Kingdom,Questionable mineral species|Approved, ,,Al P O H,
Reederite-(Y),Reederite-(Y),"(Na,Mn2+)15Y3+2(C4+O3)9(S6+O3F)Cl","(Na,Mn)15Y2(CO3)9(SO3F)Cl",Na Mn Y C O S F Cl,IMA1994-012,3809,Canada,Approved, ,hexagonal,Na Mn^2+ Y^3+ C^4+ O S^6+ F Cl,
Reedmergnerite,Reedmergnerite,NaBSi3O8,NaBSi3O8,Na B Si O,,3810,USA,Approved,Feldspar,triclinic,Na B Si O,
Reevesite,Reevesite,Ni2+6Fe3+2C4+O3(OH)16·4H2O,Ni6Fe3+2(CO3)(OH)16·4H2O,Ni Fe C O H,IMA1966-025,3811,Australia,Approved,Hydrotalcite,hexagonal,Ni^2+ Fe^3+ C^4+ O H,
Refikite,Refikite,C20H34O2,C20H34O2,C H O,,3812,Italy,Grandfathered|Approved, ,orthorhombic,C H O,
Reichenbachite,Reichenbachite,Cu2+5(P5+O4)2(OH)4,Cu5(PO4)2(OH)4,Cu P O H,IMA1985-044,3813,Germany,Approved, ,monoclinic,Cu^2+ P^5+ O H,
Reidite,Reidite,Zr4+SiO4,Zr(SiO4),Zr Si O,IMA2001-013,3814,USA / Barbados,Approved, ,tetragonal,Zr^4+ Si O,
Reinerite,Reinerite,Zn2+3(As3+O3)2,Zn3(AsO3)2,Zn As O,,3815,Namibia,Grandfathered|Approved, ,orthorhombic,Zn^2+ As^3+ O,
